eraJournalId,title,foreignTitle,forOne,forOneName,forTwo,forTwoName,forThree,forThreeName,issn1,issn2,issn3,issn4,issn5,issn6,issn7
2210,Essays in Biochemistry,,601,Biochemistry And Cell Biology,,,,,0071-1365,1744-1358,,,,,
11558,Essays in Criticism: a quarterly journal of literary criticism,,2005,Literary Studies,,,,,0014-0856,1471-6852,,,,,
11559,Essays in French Literature and Culture,,2002,Cultural Studies,2005,Literary Studies,,,0071-139X,1835-7040,,,,,
37037,Essays in Philosophy,,2203,Philosophy ,,,,,1526-0569,,,,,,
35305,Estetika,,2203,Philosophy ,,,,,0014-1291,,,,,,
34586,Estuaries and Coasts,,4,Earth Sciences,5,Environmental Sciences,6,Biological Sciences,0009-3262,0160-8347,1559-2723,1559-2731,,,
34453,"Estuarine, Coastal and Shelf Science",,4,Earth Sciences,5,Environmental Sciences,6,Biological Sciences,0272-7714,1096-0015,,,,,
40209,Estudios Filologicos Alemanes,,20,"Language, Communication And Culture",,,,,1578-9438,,,,,,
200447,Estudios sobre el Mensaje Periodistico,,1903,Journalism and Professional Writing,,,,,1134-1629,1988-2696, , , , , 
32767,Estudos Feministas,,1699,Other Studies In Human Society,,,,,0104-026X,,,,,,
8390,Ethical Perspectives: journal of the European Ethics Network,,2203,Philosophy ,,,,,0778-6069,1370-0049,1783-1431,,,,
30001,Ethical Space: the international journal of communication ethics,,1903,Journalism And Professional Writing,2001,Communication And Media Studies,2201,Applied Ethics,1742-0105,,,,,,
8389,Ethical Theory and Moral Practice,,2203,Philosophy ,1606,Political Science,,,1386-2820,1572-8447,,,,,
6246,Ethics and Behavior,,1701,Psychology,2201,Applied Ethics,,,1050-8422,1532-7019,,,,,
20134,Ethics and Education,,2201,Applied Ethics,1303,Specialist Studies In Education,2202,History And Philosophy Of Specific Fields,1744-9642,1744-9650,,,,,
124047,Ethics and Global Politics,,1606,Political Science,2201,Applied Ethics,2203,Philosophy ,1654-4951,1654-6369,,,,,
8393,Ethics and Information Technology,,1604,Human Geography,2201,Applied Ethics,2203,Philosophy,1388-1957,1572-8439,,,,,
8394,Ethics and International Affairs,,1606,Political Science,2201,Applied Ethics,2203,Philosophy,0892-6794,1747-7093,,,,,
41007,Ethics and Social Welfare,,1607,Social Work,2201,Applied Ethics,,,1749-6535,1749-6543,,,,,
37089,Ethics and the Environment,,1702,Cognitive Science,2203,Philosophy ,,,1085-6633,1535-5306,,,,,
40085,Ethics Education: a journal for applied philosophy and ethics in the Christian tradition,,2201,Applied Ethics,2203,Philosophy ,2204,Religion And Religious Studies,1444-8386,,,,,,
34950,Ethics in Science and Environmental Politics,,2201,Applied Ethics,,,,,1611-8014,1863-5415,,,,,
35264,"Ethics, Policy and Environment",,4,Earth Sciences,16,Studies In Human Society,22,Philosophy And Religious Studies,2155-0085,2155-0093,1366-879X,,,,
35482,"Ethics: an international journal of social, political, and legal philosophy",,22,Philosophy And Religious Studies,18,Law And Legal Studies,16,Studies In Human Society,0014-1704,1539-297X,,,,,
9481,Ethnic and Racial Studies,,MD,Multidisciplinary,,,,,0141-9870,1466-4356,,,,,
10851,Ethnicities,,16,Studies In Human Society,20,"Language, Communication And Culture",,,1468-7968,1741-2706,,,,,
13510,Ethnicity and Disease,,1117,Public Health And Health Services,,,,,1049-510X,1945-0826,,,,,
8398,Ethnicity and Health,,1117,Public Health And Health Services,1608,Sociology,1702,Cognitive Science,1355-7858,1465-3419,,,,,
2728,Ethnobotany,,607,Plant Biology,1104,Complementary And Alternative Medicine,,,0971-1252,,,,,,
2729,"Ethnobotany Research and Applications: a journal of plants, people and applied research",,607,Plant Biology,2004,Linguistics,,,1547-3465,,,,,,
8036,Ethnographisch-Archaeologische Zeitschrift,,2101,Archaeology,,,,,0012-7477,,,,,,
9486,Ethnography,,1601,Anthropology,1303,Specialist Studies in Education,,,1466-1381,1741-2714,,,,,
20130,Ethnography and Education,,1303,Specialist Studies In Education,,,,,1745-7823,1745-7831,,,,,
9487,Ethnohistory,,1601,Anthropology ,2003,Language Studies,2103,Historical Studies,0014-1801,1527-5477,,,,,
125024,Ethnologie Francaise,,1601,Anthropology ,,,,,0046-2616,,,,,,
9497,Ethnomusicology,,1601,Anthropology ,1904,Performing Arts And Creative Writing,,,0014-1836,,,,,,
9958,Ethnomusicology Forum,,1904,Performing Arts And Creative Writing,,,,,0968-1221,1741-1912,1741-1920,,,,
36433,Ethnopolitics,,1606,Political Science,,,,,1744-9057,1744-9065,,,,,
9498,Ethnos: journal of anthropology,,1601,Anthropology ,,,,,0014-1844,1469-588X,,,,,
2878,Ethology,,608,Zoology,1701,Psychology,603,Evolutionary Biology,0179-1613,1439-0310,,,,,
2879,Ethology Ecology and Evolution,,608,Zoology,,,,,0394-9370,1828-7131,,,,,
6249,Ethos,,1601,Anthropology,2004,Linguistics,,,0091-2131,1548-1352,,,,,
9500,Etnofoor: anthropological journal,,1601,Anthropology ,,,,,0921-5158,,,,,,
41572,eTropic: electronic journal of studies in the tropics,,2005,Literary Studies,,,,,1448-2940,,,,,,
37030,Etudes Celiniennes,,2002,Cultural Studies,2005,Literary Studies,,,1779-3432,,,,,,
200450,Études écossaises,,1699,Other studies in Human Society,2005,Literary Studies,2103,Historical Studies,1240-1439,1969-6337, , , , , 
9510,"Etudes Mongoles et Siberiennes, Centrasiatiques et Tibetaines",,1601,Anthropology ,,,,,0150-3014,0766-5075,,,,,
40130,Etudes Ocean Indien,,1601,Anthropology ,2004,Linguistics,2101,Archaeology,0246-0092,,,,,,
7073,"Etudes Rurales: revue trimestrielle d'histoire, geographie, sociologie et economie des campagnes",,2103,Historical Studies,,,,,0014-2182,0071-2175,,,,,
41131,Eubios Journal of Asian and International Bioethics,,1503,Business And Management,1601,Anthropology ,2201,Applied Ethics,1173-2571,,,,,,
15092,Eukaryotic Cell,,6,Biological Sciences,11,Medical And Health Sciences,,,1535-9778,,,,,,
5306,Euphytica: international journal on plant breeding,,7,Agricultural And Veterinary Sciences,6,Biological Sciences,10,Technology,0014-2336,1573-5060,,,,,
8040,Eurasia Antiqua,,2101,Archaeology,,,,,0949-0434,,,,,,
200451,"Eurasia Journal of Mathematics, Science and Technology Education",,1301,Education Systems,1302,Curriculum and Pedagogy,,,1305-8223,1305-8215, , , , , 
2031,Eurasian Geography and Economics,,1402,Applied Economics,1604,Human Geography,,,1538-7216,1938-2863,,,,,
4413,Eurasip Journal on Advances in Signal Processing,,906,Electrical And Electronic Engineering,801,Artificial Intelligence And Image Processing,,,0941-0635,1110-8657,1687-6172,1687-6180,,,
125084,"Eurasip Journal on Audio, Speech, and Music Processing",,2004,Linguistics,906,Electrical And Electronic Engineering,1005,Communications Technologies,1687-4714,1687-4722,,,,,
124251,Eurasip Journal on Bioinformatics and Systems Biology,,6,Biological Sciences,8,Information And Computing Sciences,1,Mathematical Sciences,1687-4145,1687-4153,,,,,
4553,Eurasip Journal on Embedded Systems,,906,Electrical And Electronic Engineering,,,,,1687-3955,,,,,,
125221,Eurasip Journal on Image and Video Processing,,801,Artificial Intelligence And Image Processing,906,Electrical And Electronic Engineering,,,1687-5176,1687-5281,,,,,
4554,Eurasip Journal on Wireless Communications and Networking,,906,Electrical and Electronic Engineering,806,Information Systems,1005,Communications Technologies,1687-1472,1687-1499,,,,,
123779,Euro Asia Journal of Management,,1503,Business And Management,,,,,0872-8496,,,,,,
200452,EURO Journal on Decision Processes,,102,Applied Mathematics,1503,Business and Management,,,2193-9438,2193-9446, , , , , 
200453,EUROCALL Review,,1399,Other Education,,,,,1695-2618, , , , , , 
32866,EuroChoices: agri-food and rural resources issues,,701,"Agriculture, Land and Farm Management",1605,Policy and Administration,,,1478-0917,1746-692X,,,,,
200454,EuroIntervention,,104,Statistics,,,,,1774-024X,1969-6213, , , , , 
123248,EuroMed Journal of Business,,1505,Marketing,1503,Business And Management,,,1450-2194,1758-888X,,,,,
16067,Europace,,1103,Clinical Sciences,,,,,1099-5129,1532-2092,,,,,
13512,European Addiction Research,,1117,Public Health And Health Services,1701,Psychology,,,1022-6877,1421-9891,,,,,
40031,European Archives of Oto-Rhino-Laryngology,,1103,Clinical Sciences,,,,,0937-4477,1434-4726,,,,,
40866,European Archives of Paediatric Dentistry,,1105,Dentistry,,,,,1818-6300,1996-9805,,,,,
13149,European Archives of Psychiatry and Clinical Neuroscience: official organ of the German society for biological psychiatry,,1103,Clinical Sciences,1109,Neurosciences,1702,Cognitive Science,0940-1334,1433-8491,,,,,
968,European Biophysics Journal,,299,Other Physical Sciences,601,Biochemistry and Cell Biology,202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",0175-7571,1432-1017,,,,,
200455,European Bulletin of Himalayan Research,,1601,Anthropology,1604,Human Geography,1608,Sociology,0943-8254, , , , , , 
33294,European Business Law Review,,1801,Law,,,,,0959-6941,,,,,,
19159,European Business Review (Bingley),,1503,Business And Management,1505,Marketing,,,0953-1432,0955-534X,1758-7107,,,,
2331,European Cells and Materials,,601,Biochemistry And Cell Biology,903,Biomedical Engineering ,,,1473-2262,,,,,,
200456,European Chemical Bulletin,,306,Physical Chemistry (incl. Structural),,,,,2063-5346, , , , , , 
6250,European Child and Adolescent Psychiatry: official journal of the European Society for Child and Adolescent Psychiatry,,1103,Clinical Sciences,1701,Psychology,,,1018-8827,1435-165X,,,,,
40163,European Comic Art,,1904,Performing Arts And Creative Writing,,,,,1754-3797,1754-3800,,,,,
35477,European Company Law,,1801,Law,,,,,1572-4999,1875-6530,,,,,
33296,European Competition Journal,,1801,Law,,,,,1744-1056,,,,,,
33298,European Constitutional Law Review,,1801,Law,,,,,1574-0196,1744-5515,,,,,
41580,European Diabetes Nursing,,1103,Clinical Sciences,1110,Nursing,,,1551-7853,1551-7861,,,,,
20177,European Early Childhood Education Research Journal,,1301,Education Systems ,,,,,1350-293X,1752-1807,,,,,
6251,European Eating Disorders Review,,1701,Psychology,1103,Clinical Sciences,,,1072-4133,1099-0968,,,,,
18263,European Economic Review,,14,Economics,,,,,0014-2921,1873-572X,,,,,
20029,European Education: issues and studies,,13,Education,,,,,1056-4934,,,,,,
20017,European Educational Research Journal,,13,Education ,,,,,1474-9041,,,,,,
19612,European Financial Management,,1502,"Banking, Finance And Investment",,,,,1354-7798,1468-036X,,,,,
882,European Food Research and Technology: international journal of food research and technology,,1003,Industrial Biotechnology,908,Food Sciences,,,1431-4630,1431-4649,1438-2377,1438-2385,,,
30401,European Foreign Affairs Review,,1606,Political Science,,,,,1384-6299,1875-8223,,,,,
16068,European Heart Journal,,1102,Cardiovascular Medicine And Haematology,,,,,0195-668X,1522-9645,,,,,
7077,European History Quarterly,,2103,Historical Studies,,,,,0265-6914,1461-7110,,,,,
33300,European Human Rights Law Review,,1801,Law,,,,,1361-1526,,,,,,
33301,European Intellectual Property Review,,1801,Law,,,,,0142-0461,1749-5083,,,,,
200457,European Journal for Person Centered Healthcare,,1117,Public Health and Health Services,,,,,2052-5656, , , , , , 
200458,European Journal for Philosophy of Science,,2203,Philosophy,1702,Cognitive Science,2202,History and Philosophy of Specific Fields,1879-4912,1879-4920, , , , , 
200459,European Journal for Sport and Society,,1506,Tourism,,,,,1613-8171, , , , , , 
5307,European Journal of Agronomy,,703,Crop And Pasture Production,,,,,1161-0301,1873-7331,,,,,
16070,European Journal of Anaesthesiology,,1103,Clinical Sciences,,,,,0265-0215,1365-2346,,,,,
125098,European Journal of Analytic Philosophy,,1702,Cognitive Science,2203,Philosophy ,,,1845-8475,,,,,,
14649,European Journal of Anatomy,,1116,Medical Physiology,,,,,0569-9894,1136-4890,,,,,
146,European Journal of Applied Mathematics,,102,Applied Mathematics,,,,,0956-7925,1469-4425,,,,,
9750,European Journal of Applied Physiology,,1106,Human Movement and Sports Science,,,,,1439-6319,1439-6327,,,,,
8042,European Journal of Archaeology,,2101,Archaeology,,,,,1461-9571,1741-2722,,,,,
16071,European Journal of Cancer,,1112,Oncology And Carcinogenesis,,,,,0959-8049,1879-0852,,,,,
13513,European Journal of Cancer Care,,1110,Nursing,1112,Oncology And Carcinogenesis,1117,Public Health And Health Services,0961-5423,1365-2354,,,,,
16073,European Journal of Cancer Prevention,,1112,Oncology And Carcinogenesis,,,,,0959-8278,1473-5709,,,,,
16074,European Journal of Cardio-Thoracic Surgery,,1102,Cardiovascular Medicine And Haematology,,,,,1010-7940,1873-734X,,,,,
36896,European Journal of Cardiovascular Nursing,,1102,Cardiovascular Medicine And Haematology,1110,Nursing,1117,Public Health And Health Services,1474-5151,1873-1953,,,,,
16075,European Journal of Cardiovascular Prevention and Rehabilitation,,1102,Cardiovascular Medicine And Haematology,,,,,1350-6277,1741-8267,1741-8275,,,,
2213,European Journal of Cell Biology,,601,Biochemistry and Cell Biology,607,Plant Biology,,,0070-2463,0171-9335,,,,,
16076,European Journal of Clinical Investigation,,1103,Clinical Sciences,,,,,0014-2972,1365-2362,,,,,
2468,"European Journal of Clinical Microbiology and Infectious Diseases: an international journal on pathogenesis, diagnosis, epidemiology, therapy, and prevention of infectious diseases",,6,Biological Sciences,11,Medical And Health Sciences,,,0934-9723,1435-4373,,,,,
13514,European Journal of Clinical Nutrition,,1111,Nutrition And Dietetics,1106,Human Movement And Sports Science,908,Food Sciences,0954-3007,1476-5640,,,,,
14754,European Journal of Clinical Pharmacology,,1115,Pharmacology And Pharmaceutical Sciences,,,,,0031-6970,1432-1041,,,,,
147,European Journal of Combinatorics,,101,Pure Mathematics,,,,,0195-6698,1095-9971,,,,,
9218,European Journal of Communication,,1902,"Film, Television And Digital Media",1903,Journalism And Professional Writing,2001,Communication And Media Studies,0267-3231,1460-3705,,,,,
18688,European Journal of Comparative Economics,,1499,Other Economics,1402,Applied Economics,,,1824-2979,,,,,,
4414,European Journal of Control,,102,Applied Mathematics,906,Electrical And Electronic Engineering,913,Mechanical Engineering,0947-3580,1435-5671,,,,,
17114,"European Journal of Crime, Criminal Law and Criminal Justice",,1602,Criminology,,,,,0928-9569,1571-8174,,,,,
17115,European Journal of Criminology,,1602,Criminology,,,,,1477-3708,1741-2609,,,,,
41214,European Journal of Cross-Cultural Competence and Management,,1503,Business And Management,,,,,1758-1508,1758-1516,,,,,
11487,European Journal of Cultural Studies,,2002,Cultural Studies,1504,Commercial Services,2001,Communication And Media Studies,1367-5494,1460-3551,,,,,
32578,European Journal of Dental Education,,1105,Dentistry,1302,Curriculum And Pedagogy ,,,1396-5883,1600-0579,,,,,
16078,European Journal of Dermatology,,1103,Clinical Sciences,,,,,1167-1122,1952-4013,,,,,
32867,European Journal of Development Research,,1402,Applied Economics,1604,Human Geography,1608,Sociology,0957-8811,1743-9728,,,,,
41593,European Journal of Developmental Psychology,,1701,Psychology,,,,,1740-5610,1740-5629,,,,,
14932,European Journal of Drug Metabolism and Pharmacokinetics,,1115,Pharmacology And Pharmaceutical Sciences,,,,,0378-7966,,,,,,
21340,European Journal of East Asian Studies,,MD,Multidisciplinary,,,,,1568-0584,1570-0615,,,,,
16079,European Journal of Echocardiography,,1102,Cardiovascular Medicine And Haematology,,,,,1525-2167,1532-2114,,,,,
19990,"European Journal of Education: research, development and policies",,13,Education,,,,,0141-8211,1465-3435,,,,,
200460,European Journal of Educational Research,,1301,Education Systems,1302,Curriculum and Pedagogy,1303,Specialist Studies in Education,2165-8714, , , , , , 
16080,European Journal of Emergency Medicine,,1103,Clinical Sciences,,,,,0969-9546,1473-5695,,,,,
16081,European Journal of Endocrinology,,1103,Clinical Sciences,1114,Paediatrics And Reproductive Medicine,,,0804-4643,1479-683X,,,,,
20622,European Journal of Engineering Education,,9,Engineering,13,Education,,,0304-3797,1469-5898,,,,,
11833,European Journal of English Studies,,2005,Literary Studies,2002,Cultural Studies,,,1382-5577,1744-4233,,,,,
2880,European Journal of Entomology,,608,Zoology,,,,,1210-5759,,,,,,
